#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:toy_example_4_1_1_2" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:toy_example_4_1_1_2" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:toy_example_4_1_1_2" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:toy_example_4_1_1_2">
#                <taxonset id="TaxonSet.toy_example_4_1_1_2" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:toy_example_4_1_1_2" name="distribution" x="@birthRate2.t:toy_example_4_1_1_2">
#            <Uniform id="Uniform.0" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:toy_example_4_1_1_2" name="distribution" x="@relativeDeathRate2.t:toy_example_4_1_1_2">
#            <Uniform id="Uniform.01" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@toy_example_4_1_1_2" id="treeLikelihood.toy_example_4_1_1_2" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:toy_example_4_1_1_2">
#            <siteModel id="SiteModel.s:toy_example_4_1_1_2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:toy_example_4_1_1_2" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:toy_example_4_1_1_2" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:toy_example_4_1_1_2" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:toy_example_4_1_1_2" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:toy_example_4_1_1_2" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:toy_example_4_1_1_2" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	birthRate2	relativeDeathRate2	
0	-8607.02687228635	-8596.21990258193	-10.806969704420148	-8596.21990258193	2.25775567767561	-3.8992144254380103	1.0	0.5	
1000	-3523.9318736795954	-3553.2425701356883	29.31069645609282	-3553.2425701356883	0.05149955105100792	36.21845173507496	1.7287682566261746	0.9413123471343462	
2000	-3515.49364374974	-3546.7771140495574	31.28347029981748	-3546.7771140495574	0.046557202070709035	38.19122557879962	19.203275957569353	0.7705242967012764	
3000	-3514.33779354064	-3546.3844376936204	32.0466441529801	-3546.3844376936204	0.050132164692608165	38.95439943196224	9.881571020938306	0.7409027551718381	
4000	-3510.9511834143887	-3543.635156318208	32.683972903819175	-3543.635156318208	0.04448805886664826	39.59172818280131	17.291812756608547	0.5012361052189895	
5000	-3512.5658664597745	-3548.0950098404523	35.52914338067769	-3548.0950098404523	0.045039232624507784	42.436898659659825	43.212984949507415	0.3359408904565787	
6000	-3509.9756110873245	-3542.60993490916	32.634323821835764	-3542.60993490916	0.05376352476720344	39.5420791008179	24.995491036029982	0.38758360093860167	
7000	-3510.618583815372	-3543.6134550802813	32.99487126490937	-3543.6134550802813	0.05012419862380089	39.90262654389151	32.40040539222105	0.0846215660262756	
8000	-3513.2505959160308	-3547.5335255293835	34.28292961335268	-3547.5335255293835	0.0428995687814104	41.190684892334815	41.13302808084691	0.2580017322888377	
9000	-3507.629973220554	-3540.666313924914	33.03634070436026	-3540.666313924914	0.0533280870591875	39.9440959833424	35.515046853169984	0.1516855998909742	
10000	-3509.0539418227686	-3541.9112056109857	32.85726378821723	-3541.9112056109857	0.0545009064687173	39.76501906719937	24.40554572339194	0.29952370299474496	
