#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:toy_example_4_2_1_1" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:toy_example_4_2_1_1" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:toy_example_4_2_1_1" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:toy_example_4_2_1_1">
#                <taxonset id="TaxonSet.toy_example_4_2_1_1" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:toy_example_4_2_1_1" name="distribution" x="@birthRate2.t:toy_example_4_2_1_1">
#            <Uniform id="Uniform.0" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:toy_example_4_2_1_1" name="distribution" x="@relativeDeathRate2.t:toy_example_4_2_1_1">
#            <Uniform id="Uniform.01" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@toy_example_4_2_1_1" id="treeLikelihood.toy_example_4_2_1_1" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:toy_example_4_2_1_1">
#            <siteModel id="SiteModel.s:toy_example_4_2_1_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:toy_example_4_2_1_1" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:toy_example_4_2_1_1" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:toy_example_4_2_1_1" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:toy_example_4_2_1_1" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:toy_example_4_2_1_1" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:toy_example_4_2_1_1" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	birthRate2	relativeDeathRate2	
0	-7328.057620208875	-7320.96328309556	-7.094337113315138	-7320.96328309556	1.7569505010076998	-0.18658183433300124	1.0	0.5	
1000	-3716.857715780041	-3745.3924229997433	28.53470721970244	-3745.3924229997433	0.06713603619859362	35.44246249868458	7.05971942119878	0.7179889678975835	
2000	-3592.60491919305	-3623.0661657340042	30.4612465409539	-3623.0661657340042	0.06399402513508351	37.36900181993604	37.56104120126781	0.4990232659327464	
3000	-3585.9976059615765	-3618.3889777365494	32.39137177497277	-3618.3889777365494	0.06202755807981698	39.299127053954905	25.6545499396337	0.24053056923281185	
4000	-3586.3600278774	-3617.947773753549	31.58774587614886	-3617.947773753549	0.059975698720190214	38.495501155130995	21.647288767773503	0.31174396765475126	
5000	-3589.846926246975	-3622.252707372439	32.40578112546436	-3622.252707372439	0.058386254238792394	39.313536404446495	35.71588911698328	0.2866549164030661	
6000	-3596.7402316337807	-3627.3408169178565	30.600585284075976	-3627.3408169178565	0.06642585131323027	37.50834056305811	31.08792273440048	0.33468926802576143	
7000	-3587.1131824793397	-3619.951532337247	32.83834985790755	-3619.951532337247	0.05482440271358959	39.74610513688969	33.864581394768635	0.46757489850430084	
8000	-3591.019748044717	-3624.4052571722236	33.38550912750667	-3624.4052571722236	0.051006924512543454	40.29326440648881	52.40537295247082	0.17571191992435822	
9000	-3591.1353662216843	-3623.089948875741	31.954582654056424	-3623.089948875741	0.05570845993485114	38.86233793303856	26.62101909666971	0.7039547315963043	
10000	-3590.9877357632267	-3623.11281731389	32.125081550663346	-3623.11281731389	0.05776452210689555	39.03283682964548	23.906650349317083	0.46529798233995306	
